(`id`, `poke_id`, `alt_id`, `poke_name`, `alter_poke_name`, `scyther_name`, `pokeapi_id`, `hp`, `attack`, `defense`, `spatk`, `spdef`, `speed`, `male`, `female`, `genderless`, `type_1`, `type_2`, `ability_1`, `ability_2`, `hidden_ability`, `classification`, `height`, `weight`, `capture_rate`, `base_egg_steps`, `base_happiness`, `ev`, `egg_group_1`, `egg_group_2`, `female_spec_sprite`, `female_spec_icon`, `platform`, `evo_level`, `canon`) VALUES
(1, 1, 0, 'Bulbasaur', '', 'Bulbasaur ', '', 45, 49, 49, 65, 65, 45, 88, 12, 0, 'Grass', 'Poison', 'Overgrow', 'None', 'Chlorophyll', 'Seed', '7', '69', 45, '5355', 70, '0,0,0,1,0,0', 'Plant', 'Monster', NULL, NULL, 20, 16, 'canon'),
(312, 225, 0, 'Delibird', '', 'Delibird ', '', 45, 55, 45, 65, 45, 75, 50, 50, 0, 'Ice', 'Flying', 'Vital Spirit', 'Hustle', 'Insomnia', 'Delivery', '9', '160', 45, '5355', 70, '0,0,0,0,0,1', 'Ground', 'Water1', NULL, NULL, 9, 0, 'canon'),
(313, 226, 0, 'Mantine', '', 'Mantine ', '', 85, 40, 70, 80, 140, 70, 50, 50, 0, 'Water', 'Flying', 'Swift Swim', 'Water Absorb', 'Water Veil', 'Kite', '21', '2200', 25, '6630', 70, '0,0,0,0,2,0', 'Water1', 'None', NULL, NULL, 8, 0, 'canon'),
(314, 227, 0, 'Skarmory', '', 'Skarmory ', '', 65, 80, 140, 40, 70, 70, 50, 50, 0, 'Steel', 'Flying', 'Keen Eye', 'Sturdy', 'Weak Armor', 'Armor Bird', '17', '505', 25, '6630', 70, '0,0,2,0,0,0', 'Flying', 'None', NULL, NULL, 1, 0, 'canon'),
(315, 228, 0, 'Houndour', '', 'Houndour ', '', 45, 60, 30, 80, 50, 65, 50, 50, 0, 'Dark', 'Fire', 'Early Bird', 'Flash Fire', 'Unnerve', 'Dark', '6', '108', 120, '5355', 35, '0,0,0,1,0,0', 'Ground', 'None', NULL, NULL, 14, 24, 'canon'),
(316, 229, 1, 'Houndoom', '(Mega)', 'Houndoom (Mega)', '', 75, 90, 90, 140, 90, 115, 50, 50, 0, 'Dark', 'Fire', 'Solar Power', 'None', 'None', 'Dark', '19', '495', 45, '5355', 35, '0,0,0,2,0,0', 'Ground', 'None', NULL, NULL, -13, 0, 'canon'),
(317, 229, 0, 'Houndoom', '', 'Houndoom ', '', 75, 90, 50, 110, 80, 95, 50, 50, 0, 'Dark', 'Fire', 'Early Bird', 'Flash Fire', 'Unnerve', 'Dark', '14', '350', 45, '5355', 35, '0,0,0,2,0,0', 'Ground', 'None', NULL, NULL, 3, 0, 'canon'),
(318, 230, 0, 'Kingdra', '', 'Kingdra ', '', 75, 95, 95, 95, 95, 85, 50, 50, 0, 'Water', 'Dragon', 'Swift Swim', 'Sniper', 'Damp', 'Dragon', '18', '1520', 45, '5355', 70, '0,1,0,1,1,0', 'Dragon', 'Water1', NULL, NULL, 2, 0, 'canon'),
(319, 231, 0, 'Phanpy', '', 'Phanpy ', '', 90, 60, 60, 40, 40, 40, 50, 50, 0, 'Ground', 'None', 'Pickup', 'None', 'Sand Veil', 'Long Nose', '5', '335', 120, '5355', 70, '1,0,0,0,0,0', 'Ground', 'None', NULL, NULL, 18, 25, 'canon'),
(320, 232, 0, 'Donphan', '', 'Donphan ', '', 90, 120, 120, 60, 60, 50, 50, 50, 0, 'Ground', 'None', 'Sturdy', 'None', 'Sand Veil', 'Armor', '11', '1200', 60, '5355', 70, '0,1,1,0,0,0', 'Ground', 'None', NULL, NULL, 11, 0, 'canon'),
(321, 233, 0, 'Porygon2', '', 'Porygon2 ', '', 85, 80, 90, 105, 95, 60, 0, 0, 100, 'Normal', 'None', 'Trace', 'Download', 'Analytic', 'Virtual', '6', '325', 45, '5355', 70, '0,0,0,2,0,0', 'Mineral', 'None', NULL, NULL, 18, 0, 'canon'),
(322, 234, 0, 'Stantler', '', 'Stantler ', '', 73, 95, 62, 85, 65, 85, 50, 50, 0, 'Normal', 'None', 'Intimidate', 'Frisk', 'Sap Sipper', 'Big Horn', '14', '712', 45, '5355', 70, '0,1,0,0,0,0', 'Ground', 'None', NULL, NULL, -1, 0, 'canon'),
(323, 235, 0, 'Smeargle', '', 'Smeargle ', '', 55, 20, 35, 20, 45, 75, 50, 50, 0, 'Normal', 'None', 'Own Tempo', 'Technician', 'Moody', 'Painter', '12', '580', 45, '5355', 70, '0,0,0,0,0,1', 'Ground', 'None', NULL, NULL, 11, 0, 'canon'),
(324, 236, 0, 'Tyrogue', '', 'Tyrogue ', '', 35, 35, 35, 35, 35, 35, 100, 0, 0, 'Fighting', 'None', 'Guts', 'Steadfast', 'Vital Spirit', 'Scuffle', '7', '210', 75, '6630', 70, '0,1,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 13, 20, 'canon'),
(325, 237, 0, 'Hitmontop', '', 'Hitmontop ', '', 50, 95, 95, 35, 110, 70, 100, 0, 0, 'Fighting', 'None', 'Intimidate', 'Technician', 'Steadfast', 'Handstand', '14', '480', 45, '6630', 70, '0,0,0,0,2,0', 'Human-like', 'None', NULL, NULL, 10, 0, 'canon'),
(326, 238, 0, 'Smoochum', '', 'Smoochum ', '', 45, 30, 15, 85, 65, 65, 0, 100, 0, 'Ice', 'Psychic', 'Oblivious', 'Forewarn', 'Hydration', 'Kiss', '4', '60', 45, '6630', 70, '0,0,0,1,0,0', 'No-eggs', 'None', NULL, NULL, 18, 30, 'canon'),
(327, 239, 0, 'Elekid', '', 'Elekid ', '', 45, 63, 37, 65, 55, 95, 75, 25, 0, 'Electric', 'None', 'Static', 'None', 'Vital Spirit', 'Electric', '6', '235', 45, '6630', 70, '0,0,0,0,0,1', 'No-eggs', 'None', NULL, NULL, 15, 30, 'canon'),
(328, 240, 0, 'Magby', '', 'Magby ', '', 45, 75, 37, 70, 55, 83, 75, 25, 0, 'Fire', 'None', 'Flame Body', 'None', 'Vital Spirit', 'Live Coal', '7', '214', 45, '6630', 70, '0,0,0,0,0,1', 'No-eggs', 'None', NULL, NULL, 16, 30, 'canon'),
(329, 241, 0, 'Miltank', '', 'Miltank ', '', 95, 80, 105, 40, 70, 100, 0, 100, 0, 'Normal', 'None', 'Thick Fat', 'Scrappy', 'Sap Sipper', 'Milk Cow', '12', '755', 45, '5355', 70, '0,0,2,0,0,0', 'Ground', 'None', NULL, NULL, 11, 0, 'canon'),
(330, 242, 0, 'Blissey', '', 'Blissey ', '', 255, 10, 10, 75, 135, 55, 0, 100, 0, 'Normal', 'None', 'Natural Cure', 'Serene Grace', 'Healer', 'Happiness', '15', '468', 30, '10455', 140, '3,0,0,0,0,0', 'Fairy', 'None', NULL, NULL, 8, 0, 'canon'),
(331, 243, 0, 'Raikou', '', 'Raikou ', '', 90, 85, 75, 115, 100, 115, 0, 0, 100, 'Electric', 'None', 'Pressure', 'None', 'Volt Absorb', 'Thunder', '19', '1780', 3, '20655', 35, '0,0,0,1,0,2', 'No-eggs', 'None', NULL, NULL, 0, 0, 'canon'),
(332, 244, 0, 'Entei', '', 'Entei ', '', 115, 115, 85, 90, 75, 100, 0, 0, 100, 'Fire', 'None', 'Pressure', 'None', 'Flash Fire', 'Volcano', '21', '1980', 3, '20655', 35, '1,2,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 1, 0, 'canon'),
(333, 245, 0, 'Suicune', '', 'Suicune ', '', 100, 75, 115, 90, 115, 85, 0, 0, 100, 'Water', 'None', 'Pressure', 'None', 'Water Absorb', 'Aurora', '20', '1870', 3, '20655', 35, '0,0,1,0,2,0', 'No-eggs', 'None', NULL, NULL, 1, 0, 'canon'),
(334, 246, 0, 'Larvitar', '', 'Larvitar ', '', 50, 64, 50, 45, 50, 41, 50, 50, 0, 'Rock', 'Ground', 'Guts', 'None', 'Sand Veil', 'Rock Skin', '6', '720', 45, '10455', 35, '0,1,0,0,0,0', 'Monster', 'None', NULL, NULL, 11, 30, 'canon'),
(335, 247, 0, 'Pupitar', '', 'Pupitar ', '', 70, 84, 70, 65, 70, 51, 50, 50, 0, 'Rock', 'Ground', 'Shed Skin', 'None', 'None', 'Hard Shell', '12', '1520', 45, '10455', 35, '0,2,0,0,0,0', 'Monster', 'None', NULL, NULL, 13, 55, 'canon'),
(336, 248, 1, 'Tyranitar', '(Mega)', 'Tyranitar (Mega)', '', 100, 164, 150, 95, 120, 71, 50, 50, 0, 'Rock', 'Dark', 'Sand Stream', 'None', 'None', 'Armor', '25', '2550', 45, '10455', 35, '0,3,0,0,0,0', 'Monster', 'None', NULL, NULL, -14, 0, 'canon'),
(337, 248, 0, 'Tyranitar', '', 'Tyranitar ', '', 100, 134, 110, 95, 100, 61, 50, 50, 0, 'Rock', 'Dark', 'Sand Stream', 'None', 'Unnerve', 'Armor', '20', '2020', 45, '10455', 35, '0,3,0,0,0,0', 'Monster', 'None', NULL, NULL, -3, 0, 'canon'),
(338, 249, 0, 'Lugia', '', 'Lugia ', '', 106, 90, 130, 90, 154, 110, 0, 0, 100, 'Psychic', 'Flying', 'Pressure', 'None', 'Multiscale', 'Diving', '52', '2160', 3, '30855', 0, '0,0,0,0,3,0', 'No-eggs', 'None', NULL, NULL, -4, 0, 'canon'),
(339, 250, 0, 'Ho-Oh', '', 'Ho-Oh ', '', 106, 130, 90, 110, 154, 90, 0, 0, 100, 'Fire', 'Flying', 'Pressure', 'None', 'Regenerator', 'Rainbow', '38', '1990', 3, '30855', 0, '0,0,0,0,3,0', 'No-eggs', 'None', NULL, NULL, -11, 0, 'canon'),
(340, 251, 0, 'Celebi', '', 'Celebi ', '', 100, 100, 100, 100, 100, 100, 0, 0, 100, 'Psychic', 'Grass', 'Natural Cure', 'None', 'None', 'Time Travel', '6', '50', 45, '30855', 100, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 17, 0, 'canon'),
(341, 252, 0, 'Treecko', '', 'Treecko ', '', 40, 45, 35, 65, 55, 70, 88, 12, 0, 'Grass', 'None', 'Overgrow', 'None', 'Unburden', 'Wood Gecko', '5', '50', 45, '5355', 70, '0,0,0,0,0,1', 'Dragon', 'Monster', NULL, NULL, 12, 16, 'canon'),
(342, 253, 0, 'Grovyle', '', 'Grovyle ', '', 50, 65, 45, 85, 65, 95, 88, 12, 0, 'Grass', 'None', 'Overgrow', 'None', 'Unburden', 'Wood Gecko', '9', '216', 45, '5355', 70, '0,0,0,0,0,2', 'Dragon', 'Monster', NULL, NULL, 6, 36, 'canon'),
(343, 254, 1, 'Sceptile', '(Mega)', 'Sceptile (Mega)', '', 70, 110, 75, 145, 85, 145, 87, 13, 0, 'Grass', 'Dragon', 'Lightning Rod', 'None', 'None', 'Forest', '19', '552', 45, '5355', 70, '0,0,0,0,0,3', 'Dragon', 'Monster', NULL, NULL, -14, 0, 'canon'),
(344, 254, 0, 'Sceptile', '', 'Sceptile ', '', 70, 85, 65, 105, 85, 120, 88, 12, 0, 'Grass', 'None', 'Overgrow', 'None', 'Unburden', 'Forest', '17', '522', 45, '5355', 70, '0,0,0,0,0,3', 'Dragon', 'Monster', NULL, NULL, 0, 0, 'canon'),
(345, 255, 0, 'Torchic', '', 'Torchic ', '', 45, 60, 40, 70, 50, 45, 88, 12, 0, 'Fire', 'None', 'Blaze', 'None', 'Speed Boost', 'Chick', '4', '25', 45, '5355', 70, '0,0,0,1,0,0', 'Ground', 'None', NULL, NULL, 13, 16, 'canon'),
(346, 256, 0, 'Combusken', '', 'Combusken ', '', 60, 85, 60, 85, 60, 55, 88, 12, 0, 'Fire', 'Fighting', 'Blaze', 'None', 'Speed Boost', 'Young Fowl', '9', '195', 45, '5355', 70, '0,1,0,1,0,0', 'Ground', 'None', NULL, NULL, 4, 36, 'canon'),
(347, 257, 1, 'Blaziken', '(Mega)', 'Blaziken (Mega)', '', 80, 160, 80, 130, 80, 100, 87, 13, 0, 'Fire', 'Fighting', 'Speed Boost', 'None', 'None', 'Blaze', '19', '520', 45, '5355', 70, '0,3,0,0,0,0', 'Ground', 'None', NULL, NULL, -14, 0, 'canon'),
(348, 257, 0, 'Blaziken', '', 'Blaziken ', '', 80, 120, 70, 110, 70, 80, 88, 12, 0, 'Fire', 'Fighting', 'Blaze', 'None', 'Speed Boost', 'Blaze', '19', '520', 45, '5355', 70, '0,3,0,0,0,0', 'Ground', 'None', NULL, NULL, -3, 0, 'canon'),
(349, 258, 0, 'Mudkip', '', 'Mudkip ', '', 50, 70, 50, 50, 50, 40, 88, 12, 0, 'Water', 'None', 'Torrent', 'None', 'Damp', 'Mud Fish', '4', '76', 45, '5355', 70, '0,1,0,0,0,0', 'Water1', 'Monster', NULL, NULL, 14, 16, 'canon'),
(350, 259, 0, 'Marshtomp', '', 'Marshtomp ', '', 70, 85, 70, 60, 70, 50, 88, 12, 0, 'Water', 'Ground', 'Torrent', 'None', 'Damp', 'Mud Fish', '7', '280', 45, '5355', 70, '0,2,0,0,0,0', 'Water1', 'Monster', NULL, NULL, 7, 36, 'canon'),
(351, 260, 1, 'Swampert', '(Mega)', 'Swampert (Mega)', '', 100, 150, 110, 95, 110, 70, 87, 13, 0, 'Water', 'Ground', 'Swift Swim', 'None', 'None', 'Mud Fish', '19', '1020', 45, '5355', 70, '0,3,0,0,0,0', 'Water1', 'Monster', NULL, NULL, -14, 0, 'canon'),
(352, 260, 0, 'Swampert', '', 'Swampert ', '', 100, 110, 90, 85, 90, 60, 88, 12, 0, 'Water', 'Ground', 'Torrent', 'None', 'Damp', 'Mud Fish', '15', '819', 45, '5355', 70, '0,3,0,0,0,0', 'Water1', 'Monster', NULL, NULL, 6, 0, 'canon'),
(353, 261, 0, 'Poochyena', '', 'Poochyena ', '', 35, 55, 35, 30, 30, 35, 50, 50, 0, 'Dark', 'None', 'Run Away', 'Quick Feet', 'Rattled', 'Bite', '5', '136', 255, '4080', 70, '0,1,0,0,0,0', 'Ground', 'None', NULL, NULL, 15, 18, 'canon'),
(354, 262, 0, 'Mightyena', '', 'Mightyena ', '', 70, 90, 70, 60, 60, 70, 50, 50, 0, 'Dark', 'None', 'Intimidate', 'Quick Feet', 'Moxie', 'Bite', '10', '370', 127, '4080', 70, '0,2,0,0,0,0', 'Ground', 'None', NULL, NULL, 3, 0, 'canon'),
(355, 263, 0, 'Zigzagoon', '', 'Zigzagoon ', '', 38, 30, 41, 30, 41, 60, 50, 50, 0, 'Normal', 'None', 'Pickup', 'Gluttony', 'Quick Feet', 'Tiny Raccoon', '4', '175', 255, '4080', 70, '0,0,0,0,0,1', 'Ground', 'None', NULL, NULL, 12, 20, 'canon'),
(356, 264, 0, 'Linoone', '', 'Linoone ', '', 78, 70, 61, 50, 61, 100, 50, 50, 0, 'Normal', 'None', 'Pickup', 'Gluttony', 'Quick Feet', 'Rushing', '5', '325', 90, '4080', 70, '0,0,0,0,0,2', 'Ground', 'None', NULL, NULL, 18, 0, 'canon'),
(357, 265, 0, 'Wurmple', '', 'Wurmple ', '', 45, 45, 35, 20, 30, 20, 50, 50, 0, 'Bug', 'None', 'Shield Dust', 'None', 'Run Away', 'Worm', '3', '36', 255, '4080', 70, '1,0,0,0,0,0', 'Bug', 'None', NULL, NULL, 15, 7, 'canon'),
(358, 266, 0, 'Silcoon', '', 'Silcoon ', '', 50, 35, 55, 25, 25, 15, 50, 50, 0, 'Bug', 'None', 'Shed Skin', 'None', 'None', 'Cocoon', '6', '100', 120, '4080', 70, '0,0,2,0,0,0', 'Bug', 'None', NULL, NULL, 13, 10, 'canon'),
(359, 267, 0, 'Beautifly', '', 'Beautifly ', '', 60, 70, 50, 100, 50, 65, 50, 50, 0, 'Bug', 'Flying', 'Swarm', 'None', 'Rivalry', 'Butterfly', '10', '284', 45, '4080', 70, '0,0,0,3,0,0', 'Bug', 'None', NULL, NULL, 10, 0, 'canon'),
(360, 268, 0, 'Cascoon', '', 'Cascoon ', '', 50, 35, 55, 25, 25, 15, 50, 50, 0, 'Bug', 'None', 'Shed Skin', 'None', 'None', 'Cocoon', '7', '115', 120, '4080', 70, '0,0,2,0,0,0', 'Bug', 'None', NULL, NULL, 16, 10, 'canon'),
(361, 269, 0, 'Dustox', '', 'Dustox ', '', 60, 50, 70, 50, 90, 65, 50, 50, 0, 'Bug', 'Poison', 'Shield Dust', 'None', 'Compoundeyes', 'Poison Moth', '12', '316', 45, '4080', 70, '0,0,0,0,3,0', 'Bug', 'None', NULL, NULL, 14, 0, 'canon'),
(362, 270, 0, 'Lotad', '', 'Lotad ', '', 40, 30, 30, 40, 50, 30, 50, 50, 0, 'Water', 'Grass', 'Swift Swim', 'Rain Dish', 'Own Tempo', 'Water Weed', '5', '26', 255, '4080', 70, '0,0,0,0,1,0', 'Plant', 'Water1', NULL, NULL, 18, 14, 'canon'),
(363, 271, 0, 'Lombre', '', 'Lombre ', '', 60, 50, 50, 60, 70, 50, 50, 50, 0, 'Water', 'Grass', 'Swift Swim', 'Rain Dish', 'Own Tempo', 'Jolly', '12', '325', 120, '4080', 70, '0,0,0,0,2,0', 'Plant', 'Water1', NULL, NULL, 12, 0, 'canon'),
(364, 272, 0, 'Ludicolo', '', 'Ludicolo ', '', 80, 70, 70, 90, 100, 70, 50, 50, 0, 'Water', 'Grass', 'Swift Swim', 'Rain Dish', 'Own Tempo', 'Carefree', '15', '550', 45, '4080', 70, '0,0,0,0,3,0', 'Plant', 'Water1', NULL, NULL, -1, 0, 'canon'),
(365, 273, 0, 'Seedot', '', 'Seedot ', '', 40, 40, 50, 30, 30, 30, 50, 50, 0, 'Grass', 'None', 'Chlorophyll', 'Early Bird', 'Pickpocket', 'Acorn', '5', '40', 255, '4080', 70, '0,0,1,0,0,0', 'Plant', 'Ground', NULL, NULL, 16, 14, 'canon'),
(366, 274, 0, 'Nuzleaf', '', 'Nuzleaf ', '', 70, 70, 40, 60, 40, 60, 50, 50, 0, 'Grass', 'Dark', 'Chlorophyll', 'Early Bird', 'Pickpocket', 'Wily', '10', '280', 120, '4080', 70, '0,2,0,0,0,0', 'Plant', 'Ground', NULL, NULL, 7, 0, 'canon'),
(367, 275, 0, 'Shiftry', '', 'Shiftry ', '', 90, 100, 60, 90, 60, 80, 50, 50, 0, 'Grass', 'Dark', 'Chlorophyll', 'Early Bird', 'Pickpocket', 'Wicked', '13', '596', 45, '4080', 70, '0,3,0,0,0,0', 'Plant', 'Ground', NULL, NULL, 2, 0, 'canon'),
(368, 276, 0, 'Taillow', '', 'Taillow ', '', 40, 55, 30, 30, 30, 85, 50, 50, 0, 'Normal', 'Flying', 'Guts', 'None', 'Scrappy', 'Tiny Swallow', '3', '23', 200, '4080', 70, '0,0,0,0,0,1', 'Flying', 'None', NULL, NULL, 17, 22, 'canon'),
(369, 277, 0, 'Swellow', '', 'Swellow ', '', 60, 85, 60, 75, 50, 125, 50, 50, 0, 'Normal', 'Flying', 'Guts', 'None', 'Scrappy', 'Swallow', '7', '198', 45, '4080', 70, '0,0,0,0,0,2', 'Flying', 'None', NULL, NULL, 7, 0, 'canon'),
(370, 278, 0, 'Wingull', '', 'Wingull ', '', 40, 30, 30, 55, 30, 85, 50, 50, 0, 'Water', 'Flying', 'Keen Eye', 'Hydration', 'Rain Dish', 'Seagull', '6', '95', 190, '5355', 70, '0,0,0,0,0,1', 'Flying', 'Water1', NULL, NULL, 15, 25, 'canon'),
(371, 279, 0, 'Pelipper', '', 'Pelipper ', '', 60, 50, 100, 95, 70, 65, 50, 50, 0, 'Water', 'Flying', 'Keen Eye', 'Drizzle', 'Rain Dish', 'Water Bird', '12', '280', 45, '5355', 70, '0,0,2,0,0,0', 'Flying', 'Water1', NULL, NULL, 4, 0, 'canon'),
(372, 280, 0, 'Ralts', '', 'Ralts ', '', 28, 25, 25, 45, 35, 40, 50, 50, 0, 'Psychic', 'Fairy', 'Synchronize', 'Trace', 'Telepathy', 'Feeling', '4', '66', 235, '5355', 35, '0,0,0,1,0,0', 'Indeterminate', 'None', NULL, NULL, 16, 20, 'canon'),
(373, 281, 0, 'Kirlia', '', 'Kirlia ', '', 38, 35, 35, 65, 55, 50, 50, 50, 0, 'Psychic', 'Fairy', 'Synchronize', 'Trace', 'Telepathy', 'Emotion', '8', '202', 120, '5355', 35, '0,0,0,2,0,0', 'Indeterminate', 'None', NULL, NULL, 8, 30, 'canon'),
(374, 282, 1, 'Gardevoir', '(Mega)', 'Gardevoir (Mega)', '', 68, 85, 65, 165, 135, 100, 50, 50, 0, 'Psychic', 'Fairy', 'Pixilate', 'None', 'None', 'Embrace', '16', '484', 45, '5355', 35, '0,0,0,3,0,0', 'Indeterminate', 'None', NULL, NULL, -13, 0, 'canon'),
(375, 282, 0, 'Gardevoir', '', 'Gardevoir ', '', 68, 65, 65, 125, 115, 80, 50, 50, 0, 'Psychic', 'Fairy', 'Synchronize', 'Trace', 'Telepathy', 'Embrace', '16', '484', 45, '5355', 35, '0,0,0,3,0,0', 'Indeterminate', 'None', NULL, NULL, -1, 0, 'canon'),
(376, 283, 0, 'Surskit', '', 'Surskit ', '', 40, 30, 32, 50, 52, 65, 50, 50, 0, 'Bug', 'Water', 'Swift Swim', 'None', 'Rain Dish', 'Pond Skater', '5', '17', 200, '4080', 70, '0,0,0,0,0,1', 'Bug', 'Water1', NULL, NULL, 14, 22, 'canon'),
(377, 284, 0, 'Masquerain', '', 'Masquerain ', '', 70, 60, 62, 100, 82, 80, 50, 50, 0, 'Bug', 'Flying', 'Intimidate', 'None', 'Unnerve', 'Eyeball', '8', '36', 75, '4080', 70, '0,0,0,1,1,0', 'Bug', 'Water1', NULL, NULL, 6, 0, 'canon'),
(378, 285, 0, 'Shroomish', '', 'Shroomish ', '', 60, 40, 60, 40, 60, 35, 50, 50, 0, 'Grass', 'None', 'Effect Spore', 'Poison Heal', 'Quick Feet', 'Mushroom', '4', '45', 255, '4080', 70, '1,0,0,0,0,0', 'Plant', 'Fairy', NULL, NULL, 19, 23, 'canon'),
(379, 286, 0, 'Breloom', '', 'Breloom ', '', 60, 130, 80, 60, 60, 70, 50, 50, 0, 'Grass', 'Fighting', 'Effect Spore', 'Poison Heal', 'Technician', 'Mushroom', '12', '392', 90, '4080', 70, '0,2,0,0,0,0', 'Plant', 'Fairy', NULL, NULL, 4, 0, 'canon'),
(380, 287, 0, 'Slakoth', '', 'Slakoth ', '', 60, 60, 60, 35, 35, 30, 50, 50, 0, 'Normal', 'None', 'Truant', 'None', 'None', 'Slacker', '8', '240', 255, '4080', 70, '1,0,0,0,0,0', 'Ground', 'None', NULL, NULL, 20, 18, 'canon'),
(381, 288, 0, 'Vigoroth', '', 'Vigoroth ', '', 80, 80, 80, 55, 55, 90, 50, 50, 0, 'Normal', 'None', 'Vital Spirit', 'None', 'None', 'Wild Monkey', '14', '465', 120, '4080', 70, '0,0,0,0,0,2', 'Ground', 'None', NULL, NULL, 8, 36, 'canon'),
(382, 289, 0, 'Slaking', '', 'Slaking ', '', 150, 160, 100, 95, 65, 100, 50, 50, 0, 'Normal', 'None', 'Truant', 'None', 'None', 'Lazy', '20', '1305', 45, '4080', 70, '3,0,0,0,0,0', 'Ground', 'None', NULL, NULL, 7, 0, 'canon'),
(383, 290, 0, 'Nincada', '', 'Nincada ', '', 31, 45, 90, 30, 30, 40, 50, 50, 0, 'Bug', 'Ground', 'Compoundeyes', 'None', 'Run Away', 'Trainee', '5', '55', 255, '4080', 70, '0,0,1,0,0,0', 'Bug', 'None', NULL, NULL, 22, 20, 'canon'),
(384, 291, 0, 'Ninjask', '', 'Ninjask ', '', 61, 90, 45, 50, 50, 160, 50, 50, 0, 'Bug', 'Flying', 'Speed Boost', 'None', 'Infiltrator', 'Ninja', '8', '120', 120, '4080', 70, '0,0,0,0,0,2', 'Bug', 'None', NULL, NULL, 12, 0, 'canon'),
(385, 292, 0, 'Shedinja', '', 'Shedinja ', '', 1, 90, 45, 30, 30, 40, 0, 0, 100, 'Bug', 'Ghost', 'Wonder Guard', 'None', 'Rattled', 'Shed', '8', '12', 45, '4080', 70, '2,0,0,0,0,0', 'Mineral', 'None', NULL, NULL, 13, 0, 'canon'),
(386, 293, 0, 'Whismur', '', 'Whismur ', '', 64, 51, 23, 51, 23, 28, 50, 50, 0, 'Normal', 'None', 'Soundproof', 'None', 'Scrappy', 'Whisper', '6', '163', 190, '5355', 70, '1,0,0,0,0,0', 'Ground', 'Monster', NULL, NULL, 17, 20, 'canon'),
(387, 294, 0, 'Loudred', '', 'Loudred ', '', 84, 71, 43, 71, 43, 48, 50, 50, 0, 'Normal', 'None', 'Soundproof', 'None', 'Scrappy', 'Big Voice', '10', '405', 120, '5355', 70, '2,0,0,0,0,0', 'Ground', 'Monster', NULL, NULL, 5, 40, 'canon'),
(388, 295, 0, 'Exploud', '', 'Exploud ', '', 104, 91, 63, 91, 73, 68, 50, 50, 0, 'Normal', 'None', 'Soundproof', 'None', 'None', 'Loud Noise', '15', '840', 45, '5355', 70, '3,0,0,0,0,0', 'Ground', 'Monster', NULL, NULL, 2, 0, 'canon'),
(389, 296, 0, 'Makuhita', '', 'Makuhita ', '', 72, 60, 30, 20, 30, 25, 75, 25, 0, 'Fighting', 'None', 'Thick Fat', 'Guts', 'Sheer Force', 'Guts', '10', '864', 180, '5355', 70, '1,0,0,0,0,0', 'Human-like', 'None', NULL, NULL, 9, 24, 'canon'),
(390, 297, 0, 'Hariyama', '', 'Hariyama ', '', 144, 120, 60, 40, 60, 50, 75, 25, 0, 'Fighting', 'None', 'Thick Fat', 'Guts', 'Sheer Force', 'Arm Thrust', '23', '2538', 200, '5355', 70, '2,0,0,0,0,0', 'Human-like', 'None', NULL, NULL, -3, 0, 'canon'),
(391, 298, 0, 'Azurill', '', 'Azurill ', '', 50, 20, 40, 20, 40, 20, 25, 75, 0, 'Normal', 'Fairy', 'Thick Fat', 'Huge Power', 'Sap Sipper', 'Polka Dot', '2', '20', 150, '2805', 70, '1,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 15, 0, 'canon'),
(392, 299, 0, 'Nosepass', '', 'Nosepass ', '', 30, 45, 135, 45, 90, 30, 50, 50, 0, 'Rock', 'None', 'Sturdy', 'Magnet Pull', 'Sand Force', 'Compass', '10', '970', 255, '5355', 70, '0,0,1,0,0,0', 'Mineral', 'None', NULL, NULL, 12, 0, 'canon'),
(393, 300, 0, 'Skitty', '', 'Skitty ', '', 50, 45, 45, 35, 35, 50, 25, 75, 0, 'Normal', 'None', 'Cute Charm', 'Normalize', 'Wonder Skin', 'Kitten', '6', '110', 255, '4080', 70, '0,0,0,0,0,1', 'Fairy', 'Ground', NULL, NULL, 16, 0, 'canon'),
(394, 301, 0, 'Delcatty', '', 'Delcatty ', '', 70, 65, 65, 55, 55, 90, 25, 75, 0, 'Normal', 'None', 'Cute Charm', 'Normalize', 'Wonder Skin', 'Prim', '11', '326', 60, '4080', 70, '1,0,0,0,0,1', 'Fairy', 'Ground', NULL, NULL, 7, 0, 'canon'),
(395, 302, 1, 'Sableye', '(Mega)', 'Sableye (Mega)', '', 50, 85, 125, 85, 115, 20, 50, 50, 0, 'Dark', 'Ghost', 'Magic Bounce', 'None', 'None', 'Darkness', '5', '1610', 45, '6630', 35, '0,1,1,0,0,0', 'Humanshape', 'None', NULL, NULL, -14, 0, 'canon'),
(396, 302, 0, 'Sableye', '', 'Sableye ', '', 50, 75, 75, 65, 65, 50, 50, 50, 0, 'Dark', 'Ghost', 'Keen Eye', 'Stall', 'Prankster', 'Darkness', '5', '110', 45, '6630', 35, '0,1,1,0,0,0', 'Human-like', 'None', NULL, NULL, 13, 0, 'canon'),
